Iteraciones (eje x),Media de la población i-ésima (Eje y)
1,1891.4
2,1809.4
3,2559.9
4,2094.1
5,3320.75
6,3448.25
7,3512.0
8,3512.0
9,3512.0
10,3512.0
11,3512.0
12,3512.0
13,3512.0
14,3512.0
15,3512.0
16,3512.0
17,3512.0
18,3512.0
19,3512.0
20,3512.0
21,3512.0
22,3512.0
23,3512.0
24,3512.0
25,3512.0
26,3512.0
27,3512.0
28,3512.0
29,3512.0
30,3512.0
31,3512.0
32,3512.0
33,3512.0
34,3512.0
35,3512.0
36,3512.0
37,3512.0
38,3512.0
39,3512.0
40,3512.0
41,3512.0
42,3512.0
43,3512.0
44,3512.0
45,3512.0
46,3512.0
47,3512.0
48,3512.0
49,3512.0
50,3512.0
51,3512.0
52,3512.0
53,3512.0
54,3512.0
55,3512.0
56,3512.0
57,3512.0
58,3512.0
59,3512.0
60,3512.0
61,3512.0
62,3512.0
63,3512.0
64,3512.0
65,3512.0
66,3512.0
67,3512.0
68,3512.0
69,3512.0
70,3512.0
71,3512.0
72,3512.0
73,3512.0
74,3512.0
75,3512.0
76,3512.0
77,3512.0
78,3512.0
79,3512.0
80,3512.0
81,3512.0
82,3512.0
83,3512.0
84,3512.0
85,3512.0
86,3512.0
87,3512.0
88,3512.0
89,3512.0
90,3512.0
91,3512.0
92,3512.0
93,3512.0
94,3512.0
95,3512.0
96,3512.0
97,3512.0
98,3512.0
99,3512.0
100,3512.0
