Iteraciones (eje x),Mejor individuo hasta el momento (Eje y)
1,2904
2,2904
3,3512
4,3512
5,3512
6,3512
7,3512
8,3512
9,3512
10,3512
11,3512
12,3512
13,3512
14,3512
15,3512
16,3512
17,3512
18,3512
19,3512
20,3512
21,3512
22,3512
23,3512
24,3512
25,3512
26,3512
27,3512
28,3512
29,3512
30,3512
31,3512
32,3512
33,3512
34,3512
35,3512
36,3512
37,3512
38,3512
39,3512
40,3512
41,3512
42,3512
43,3512
44,3512
45,3512
46,3512
47,3512
48,3512
49,3512
50,3512
51,3512
52,3512
53,3512
54,3512
55,3512
56,3512
57,3512
58,3512
59,3512
60,3512
61,3512
62,3512
63,3512
64,3512
65,3512
66,3512
67,3512
68,3512
69,3512
70,3512
71,3512
72,3512
73,3512
74,3512
75,3512
76,3512
77,3512
78,3512
79,3512
80,3512
81,3512
82,3512
83,3512
84,3512
85,3512
86,3512
87,3512
88,3512
89,3512
90,3512
91,3512
92,3512
93,3512
94,3512
95,3512
96,3512
97,3512
98,3512
99,3512
100,3512
