Iteraciones (eje x),Mejor individuo hasta el momento (Eje y)
1,2909
2,2909
3,2909
4,3119
5,3241
6,3471
7,3471
8,3471
9,3471
10,3471
11,3471
12,3471
13,3619
14,3619
15,3619
16,3619
17,3619
18,3619
19,3619
20,3619
21,3619
22,3619
23,3619
24,3619
25,3619
26,3619
27,3619
28,3619
29,3619
30,3619
31,3619
32,3619
33,3619
34,3619
35,3619
36,3868
37,3868
38,3868
39,3891
40,3891
41,3891
42,3891
43,3891
44,3891
45,3891
46,3891
47,3891
48,3891
49,3891
50,3891
51,3891
52,3891
53,4022
54,4022
55,4022
56,4022
57,4022
58,4022
59,4022
60,4022
61,4022
62,4022
63,4022
64,4022
65,4022
66,4022
67,4022
68,4022
69,4022
70,4022
71,4022
72,4022
73,4022
74,4022
75,4022
76,4022
77,4022
78,4022
79,4022
80,4022
81,4022
82,4022
83,4022
84,4022
85,4022
86,4022
87,4022
88,4022
89,4022
90,4022
91,4022
92,4022
93,4022
94,4022
95,4022
96,4022
97,4022
98,4022
99,4022
100,4022
101,4022
102,4022
103,4022
104,4022
105,4022
106,4022
107,4022
108,4022
109,4022
110,4022
111,4022
112,4022
113,4022
114,4022
115,4022
116,4022
117,4022
118,4022
119,4022
120,4022
121,4022
122,4022
123,4022
124,4022
125,4022
126,4022
127,4022
128,4022
129,4022
130,4022
131,4022
132,4022
133,4022
134,4022
135,4022
136,4022
137,4022
138,4022
139,4022
140,4022
141,4022
142,4022
143,4022
144,4022
145,4022
146,4022
147,4022
148,4022
149,4022
150,4022
151,4022
152,4022
153,4022
154,4022
155,4022
156,4022
157,4022
158,4022
159,4022
160,4022
161,4022
162,4022
163,4022
164,4022
165,4022
166,4022
167,4022
168,4022
169,4022
170,4022
171,4022
172,4022
173,4022
174,4022
175,4022
176,4022
177,4022
178,4022
179,4022
180,4022
181,4022
182,4022
183,4022
184,4022
185,4022
186,4022
187,4022
188,4022
189,4022
190,4022
191,4022
192,4022
193,4022
194,4022
195,4022
196,4022
197,4022
198,4022
199,4022
200,4022
201,4022
202,4022
203,4022
204,4022
205,4022
206,4022
207,4022
208,4022
209,4022
210,4022
211,4022
212,4022
213,4022
214,4022
215,4022
216,4022
217,4022
218,4022
219,4022
